列01,列02,列03,列04,列05,列06,列07,列08,列09,列10,列11,列12,列13,列14,列15,列16,列17,列18,列19
2aac6119,A3D7DC,39.0938,-84.6685,180,1300,119,2726,F-KHAO2,A20N,N347FR,1643679054,DEN,CVG,F9646,0,-704,FFT646,0
2aac6137,89642D,24.7821,57.0358,292,25575,386,4765,F-OOMS3,A320,A6-AOJ,1643679053,JAI,SHJ,G9436,0,-2560,ABY436,0
2aac613e,3C6564,51.2673,-52.76,65,39000,540,2432,T-F5M,A333,D-AIKD,1643679048,IAD,FRA,LH419,0,0,DLH419,0
2aac614a,86EF4A,15.0348,120.1899,34,38975,509,2217,F-RPUS3,B789,JA896A,1643679055,SIN,NRT,NH802,0,-64,AJX802,0
2aac615a,71D003,37.458,126.444,56,0,10,0000,T-RKSS16,,,1643679004,ICN,,,1,0,SNOW51,0
2aac615c,8963B6,42.8909,48.7322,146,37000,458,2762,F-UBBB2,B738,A6-FET,1643679053,VKO,DXB,FZ918,0,64,FDB51H,0
2aac615d,7C49FE,-31.9176,116.8795,241,14000,258,3607,F-YPPH4,PC12,VH-OWG,1643679055,KGI,ALH,FD604,0,0,FD604,0
2aac616a,A7CE7E,41.3698,-94.9008,261,2800,97,1200,T-KMLE6,C172,N6018Z,1643679053,,,,0,0,N6018Z,0
2aac616c,A33D68,37.8215,-83.6011,249,39975,437,2762,F-KPBX1,BCS3,N308DU,1643679054,BOS,DFW,DL2293,0,0,DAL2293,0
2aac6175,A810AF,45.68,-74.0437,278,0,0,0000,T-CYMX10,MD11,N619FE,1643679050,YMX,,FX131,1,0,FDX131,0
2aac6182,E48FCE,8.3727,-82.2693,131,35000,502,4205,F-MPSA1,B763,PT-MSZ,1643679053,MEX,GRU,LA8113,0,64,TAM8113,0
2aac6189,A21C4C,32.9003,-97.0422,165,0,4,4224,F-KDFW2,E75L,N235NN,1643679048,QRO,DFW,AA3535,1,0,ENY3535,0
2aac618a,ADB014,40.0549,-93.2079,69,39000,490,1053,F-KBRL1,B738,N981NN,1643679055,SNA,ORD,AA2089,0,64,AAL2089,0
2aac619c,0D0D50,30.8846,-112.6184,309,35975,411,0024,F-MMHO1,A20N,XA-VRZ,1643679053,MEX,MXL,Y4556,0,0,VOI556,0
2aac61a9,AB2504,37.1474,-112.8741,236,32000,398,2635,F-KPGA1,B738,N817SY,1643679054,MSP,LAS,SY103,0,0,SCX103,0
2aac61aa,34558E,30.8851,-23.8917,214,35996,423,0000,F-SAT6,B789,EC-MSZ,1643679052,MAD,ASU,UX23,0,0,AEA023,0
2aac61ac,7803BE,50.067,-127.0122,319,36000,385,1344,F-CYBL2,A332,B-6545,1643679052,LAX,PVG,MU7586,0,0,CES7586,0
2aac61bf,AABFF4,34.0809,-117.2836,70,1600,123,0613,F-KONT4,B752,N792FD,1643679054,COS,SBD,FX1280,0,-640,FDX1280,0
2aac61c0,E4944E,-22.2131,-48.6631,130,36975,468,6406,F-SDRR1,A20N,PR-XBA,1643679053,PVH,GRU,LA3556,0,0,TAM3556,0
2aac61d1,AD7701,38.5031,-81.0003,256,32000,427,3306,F-KPKB2,A321,N967JT,1643679053,JFK,LAX,B6623,0,64,JBU623,0
2aac61d5,0D08FD,36.2917,-112.8922,346,35975,440,3244,F-KELY2,A320,XA-VLK,1643679053,GDL,SEA,Y4896,0,0,VOI896,0
2aac61dc,71D425,37.4765,126.4317,89,0,0,0000,F-RKSI1,GRND,,1643679030,,,,1,0,,0
2aac61e0,C1E5B1,49.1973,-123.1463,84,0,12,0000,F-CYVR4,,,1643679054,YVR,CXH,JB910,1,0,STF34,0
2aac61e1,508429,31.4586,31.1356,170,39000,437,1646,F-HECA2,B738,UR-SQG,1643679053,KBP,SSH,PQ7223,0,0,SQP7223,0
2aac61e5,A1CA5F,47.0018,-122.5345,16,14600,273,3762,F-CYWH1,B737,N214WN,1643679054,SJC,SEA,WN452,0,-960,SWA452,0
2aac61e8,89911C,25.2168,121.3991,229,3550,190,3625,F-RCSS2,B744,B-18723,1643679054,KIX,TPE,CI5147,0,-1152,CAL5147,0
2aac61f5,C03C05,48.2368,-94.4495,290,40000,410,3056,F-KPKD1,B737,C-FWSY,1643679053,JFK,YYC,WS1681,0,0,WJA1681,0
2aac61fb,78169E,18.9467,109.6246,204,19825,379,5010,T-F6M,A20N,B-308K,1643679056,SHA,SYX,9C8779,0,-1984,CQH8779,0
2aac61fc,4BB149,37.654,48.7712,115,37000,520,3666,F-UBBL1,B77W,TC-LJI,1643679053,IST,SGN,TK162,0,0,THY162,0
2aac6206,A39EAD,6.4371,-73.9162,190,41000,441,3573,F-SKBG3,A332,N332QT,1643679054,MIA,BOG,QT4001,0,0,TPA4001,0
2aac6217,8A063C,-4.4739,119.1385,261,38025,489,5633,F-WAAA2,A320,PK-LUY,1643679053,DJJ,CGK,ID6181,0,-64,BTK6181,0
2aac622e,A4BA76,13.1013,-62.0397,148,39000,472,5702,F-TLPL1,A319,N4032T,1643679053,MIA,PBM,AA2867,0,0,AAL2867,0
2aac622f,ACC774,39.6863,-99.6852,321,32025,408,1045,F-KFBY1,A21N,N922VA,1643679052,MCO,PDX,AS727,0,0,ASA727,0
2aac6242,39C424,37.6149,-23.5798,228,34000,484,5323,F-LPPD3,B789,F-HRBE,1643679052,CDG,EZE,AF228,0,64,AFR228,0
2aac624b,AB774B,40.8222,-89.3752,35,28650,479,6142,F-KLOT1,B738,N838NN,1643679054,CUN,ORD,AA1503,0,-3456,AAL1503,0
2aac6252,4242D9,42.1152,36.7616,190,33975,451,2367,F-URSS3,A321,VP-BOC,1643679055,SVO,TLV,SU500,0,0,AFL500,0
2aac6257,896536,21.4153,78.0535,107,39000,536,1744,F-VAJL1,B789,A6-BLY,1643679055,AUH,MNL,EY424,0,0,ETD424,0
2aac6261,39C427,37.253,27.1019,135,39000,506,0272,F-LGPA1,B789,F-HRBH,1643679055,CDG,DXB,AF694,0,-64,AFR694,0
2aac626b,A94B4D,40.1006,-92.7512,74,35000,498,4135,F-KBRL1,B739,N69835,1643679055,LAX,ORD,UA1897,0,0,UAL1897,0
2aac627a,A1863B,14.5997,-17.9968,299,28000,460,3147,F-GOOY2,B763,N198DN,1643679053,ACC,JFK,DL157,0,0,DAL157,0
2aac629a,A2DCE1,40.4735,-98.5519,318,36000,407,3007,F-KMCK1,B739,N284AK,1643679053,TPA,SEA,AS770,0,64,ASA770,0
2aac62bc,71D115,37.4547,126.4419,227,0,14,0000,T-RKSI36,,,1643679041,ICN,,,1,0,SAFETY3,0
2aac62c5,4BB144,40.6155,50.5258,101,35000,545,5150,F-OITP1,B77W,TC-LJD,1643679054,IST,PEK,TK88,0,0,THY88,0
2aac62d6,8963BE,26.51,81.8316,106,35025,575,1721,F-VNNG1,A320,A6-ANW,1643679054,SHJ,DAC,G9516,0,0,ABY516,0
2aac62da,1130F1,59.8029,30.2681,14,0,10,0000,F-ULLI5,GRND,RA-78065,1643679055,,,,1,0,RA78065,0
2aac62dc,C066B0,35.5118,-75.2039,313,38000,411,4055,F-KISO1,B38M,C-GMXB,1643679053,PUJ,YEG,WG461,0,-64,SWG461,0
2aac62ed,8A0451,13.6439,100.7813,10,36000,475,7102,F-VDSR2,B77W,PK-GIF,1643679055,CGK,,GA5100,0,0,GIA5100,0
2aac62f1,AA56B3,23.2697,-87.6285,203,38000,408,7405,F-MMUN2,B738,N76514,1643679042,IAD,GUA,UA1523,0,0,UAL1523,0
2aac62fd,4243D0,40.9412,111.8143,343,30100,455,5136,T-F6M,B748,VQ-BVR,1643679042,HKG,KJA,RU150,0,0,ABW150,0
2aac6313,AAA6AE,39.1801,-76.7842,93,1250,129,7234,F-KBWI2,B737,N7859B,1643679052,HOU,BWI,WN610,0,-640,SWA610,0
2aac6318,702092,20.7795,93.1955,318,36000,414,2177,F-VELP1,B738,S2-AEQ,1643679039,KUL,DAC,BG87,0,0,BBC087,0
2aac6323,485000,26.5695,51.3619,290,30000,440,4774,F-OTHH1,B77W,PH-BVK,1643679054,BOM,AMS,KL878,0,0,KLM878,0
2aac6328,43BFF0,51.1488,-0.1693,331,0,0,0000,F-EGKK1,GRND,LEADER5,1643679055,,,,1,0,LEADER5,0
2aac632a,78162E,29.6902,118.7818,95,26600,512,4565,T-F6M,A20N,B-306W,1643679044,CKG,CSX,PN6339,0,0,CHB6339,0
2aac632e,A7B433,34.4342,135.2249,230,0,0,4341,F-RJBE1,MD11,N596FE,1643679054,CAN,KIX,FX6028,1,0,FDX6028,0
2aac633e,89631A,25.2112,55.4394,300,975,150,3377,T-OMDB12,B77W,A6-ENX,1643679055,CAI,DXB,EK926,0,-704,UAE926,0
2aac6354,A1B5E7,48.9892,-56.6824,61,40975,568,0537,F-CYQX5,B788,N20904,1643679054,IAD,CDG,UA915,0,-64,UAL915,0
2aac635a,896532,39.7719,40.8552,121,37000,477,6243,F-UGSB1,B38M,A6-FMM,1643679055,MSQ,DXB,FZ1716,0,64,FDB1716,0
2aac635b,AB3A0C,41.1815,-77.868,99,31025,492,1710,F-KHAR2,A319,N822UA,1643679054,DEN,LGA,UA406,0,-64,UAL406,0
2aac6362,A3CF4F,38.8193,-77.5581,154,2650,240,1417,F-KIAD3,B739,N34455,1643679053,DEN,IAD,UA672,0,-1216,UAL672,0
2aac6365,AD0BEF,34.3101,-118.6587,104,3925,139,3361,F-KWJF1,C182,N94MN,1643679052,HAF,,,0,-640,N94MN,0
2aac6366,896315,13.4889,72.2799,128,37000,492,0504,F-VOGO5,B77W,A6-ENS,1643679054,DXB,CMB,EK650,0,0,UAE650,0
2aac636e,AC03EF,39.4886,-75.2874,34,22475,421,7244,F-KNGU1,E75L,N87303,1643679053,IAH,LGA,UA6263,0,-1856,ASH6263,0
2aac6381,A2919A,38.5589,-92.6948,259,34000,410,3432,F-KSUS1,B739,N265AK,1643679055,BOS,SAN,AS1049,0,0,ASA1049,0
2aac6386,3C6571,43.5649,-75.3317,57,39000,501,2572,F-KEFK1,A333,D-AIKQ,1643679054,IAH,FRA,LH441,0,0,DLH441,0
2aac638c,847517,58.328,27.5074,58,31000,452,1450,F-EETU3,B748,JA17KZ,1643679055,MXP,NRT,KZ49,0,64,NCA049,0
2aac638d,344101,40.4742,-3.572,81,0,1,0000,T-LETO31,GRND,,1643679051,,,,1,0,SSE17,0
2aac63a0,A2EFAE,35.4597,-111.6624,268,30000,411,1747,F-KFLG2,B737,N289CT,1643679055,STL,LAS,WN3022,0,0,SWA3022,0
2aac63a5,780AEB,48.3836,109.0512,319,30100,452,7404,F-ZMUB3,B77L,B-2041,1643679042,PVG,AMS,CZ5203,0,0,CSN5203,0
2aac63d2,4CA6DB,46.4919,11.2843,241,33050,549,1000,F-LIPE2,A332,EI-FNX,1643679055,VKO,MXP,F78538,0,-1408,RSY8538,0
2aac63d8,A43E7F,35.9823,-114.8237,292,34000,405,2773,F-KBLH2,B738,N37263,1643679054,IAH,SFO,UA2034,0,0,UAL2034,0
2aac63d9,A2C86D,36.2235,-119.6784,167,39025,457,3511,F-KWVI2,B763,N279FE,1643679054,PDX,LAX,FX3060,0,0,FDX3060,0
2aac63dc,461F53,52.2153,54.5565,126,39000,488,0233,F-UWWW4,A359,OH-LWL,1643679053,HEL,SIN,AY131,0,64,FIN131,0
2aac63dd,AAA590,10.7358,-85.8288,167,7800,270,2434,F-MRLB3,B738,N78506,1643679054,IAH,LIR,UA1737,0,-1280,UAL1737,0
2aac63e8,C1E4E4,45.4594,-73.7551,87,0,0,0000,F-CYUL4,,,1643679001,YUL,,,1,0,SER355,0
2aac6412,AA92FC,43.1012,-96.3996,85,37000,531,1706,F-KGRI1,B772,N78005,1643679055,SFO,EWR,UA1909,0,0,UAL1909,0
2aac6423,4BB1C6,40.2221,49.4809,80,9600,290,5121,F-UBBB2,A333,TC-LNF,1643679054,IST,GYD,TK338,0,-1728,THY1WZ,0
2aac642c,A997CC,44.619,-89.0972,275,40000,394,3444,F-KIWD3,B752,N717TW,1643679054,BOS,SLC,DL670,0,320,DAL670,0
2aac643a,71C045,40.6506,-73.7772,300,0,15,3363,F-KJFK2,B77L,HL8045,1643679053,MIA,JFK,KE8251,1,0,KAL8251,0
2aac643c,A095EE,38.0677,-84.5594,101,1950,121,0246,F-KLEX5,EC30,N137HN,1643679053,LOU,,,0,0,N137HN,0
2aac643e,020145,23.3237,43.0646,91,35000,555,5237,F-OEBH1,A320,CN-NMO,1643679055,KRT,SHJ,G9665,0,64,ABY665,0
2aac6452,A5D623,38.4299,-93.5065,78,35000,490,2434,F-KSUS1,B39M,N47505,1643679055,SAN,EWR,UA2186,0,0,UAL2186,0
